개방서비스명,상세영업상태명,주소,대분류,중분류,사업장명,업태구분명,좌표정보(x),좌표정보(y)
유흥주점영업,영업,"대전광역시 대덕구 대덕대로 1610, 4층 (석봉동)",대전광역시,대덕구,아리아노래주점,룸살롱,238185.292,327805.4805
단란주점영업,영업,대전광역시 대덕구 대전로 1359 (읍내동),대전광역시,대덕구,팡팡노래마당,단란주점,237630.3388,319451.6905
유흥주점영업,영업,대전광역시 대덕구 대청로 17 (신탄진동),대전광역시,대덕구,뒹가뒹가술마시는노래주점,룸살롱,238512.9096,327954.9699
유흥주점영업,영업,"대전광역시 대덕구 대청로 8, 2층 (신탄진동)",대전광역시,대덕구,써니,룸살롱,238436.9209,327881.6928
유흥주점영업,영업,대전광역시 대덕구 신탄진동로 지하 27 (신탄진동),대전광역시,대덕구,블루문가요주점,카바레,238704.9793,327542.0746
유흥주점영업,영업,대전광역시 대덕구 신탄진동로23번길 17 (신탄진동),대전광역시,대덕구,아우디,룸살롱,238616.195,327601.6122
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 17, 2층 (신탄진동)",대전광역시,대덕구,케이케이7080,스텐드바,238616.195,327601.6122
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 2 (신탄진동,,7)",대전광역시,대덕구,뽕가요주점,룸살롱,238666.0987,327529.1533
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 39, 지하층 (신탄진동)",대전광역시,대덕구,레전드,룸살롱,238594.425,327702.1172
유흥주점영업,영업,대전광역시 대덕구 신탄진동로23번길 48 (신탄진동),대전광역시,대덕구,에쎄,룸살롱,238618.0795,327751.9739
유흥주점영업,영업,대전광역시 대덕구 신탄진동로23번길 51 (신탄진동),대전광역시,대덕구,찐,룸살롱,238585.0605,327759.3969
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 51, 2층 (신탄진동)",대전광역시,대덕구,신탄진스텐드바,스텐드바,238585.0605,327759.3969
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 56, 지하층 (신탄진동)",대전광역시,대덕구,보스톤노래마당,룸살롱,238611.7454,327792.8967
단란주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 7, 지하1층 (신탄진동)",대전광역시,대덕구,똥광단란주점,단란주점,238624.5906,327552.7998
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로23번길 73, 지하층 (신탄진동)",대전광역시,대덕구,비너스술마시는노래마당,룸살롱,238550.57,327872.7544
유흥주점영업,영업,대전광역시 대덕구 신탄진동로23번길 지하 55 (신탄진동),대전광역시,대덕구,스타노래궁,룸살롱,238579.8406,327786.1672
단란주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 10, 지하1층 (신탄진동)",대전광역시,대덕구,황후,단란주점,238513.1716,327533.5143
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 14 (신탄진동),대전광역시,대덕구,사계절,카바레,238510.5319,327554.5755
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 14, 지하층 (신탄진동)",대전광역시,대덕구,라임주점,룸살롱,238510.5319,327554.5755
단란주점영업,영업,대전광역시 대덕구 신탄진동로7번길 19 (신탄진동),대전광역시,대덕구,퀸,단란주점,238481.1132,327579.8092
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 23, 2층 (신탄진동)",대전광역시,대덕구,물안개가요주점,룸살롱,238477.8389,327593.1456
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 30 (신탄진동),대전광역시,대덕구,황제노래마당,룸살롱,238488.4576,327634.3066
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 37 (신탄진동),대전광역시,대덕구,썬가요주점,룸살롱,238459.3629,327668.2272
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 39 (신탄진동),대전광역시,대덕구,7080술마시는노래주점,기타,238452.5137,327680.0685
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 41 (신탄진동),대전광역시,대덕구,허브,룸살롱,238450.7405,327689.336
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 42 (신탄진동),대전광역시,대덕구,명품,룸살롱,238476.1563,327691.7986
유흥주점영업,영업,대전광역시 대덕구 신탄진동로7번길 58 (신탄진동),대전광역시,대덕구,쎄븐,룸살롱,238459.8138,327775.8411
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 59, 1층 (신탄진동)",대전광역시,대덕구,강남,룸살롱,238434.5356,327774.1914
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 59, 지하층 (신탄진동)",대전광역시,대덕구,제이클럽,고고(디스코)클럽,238434.5356,327774.1914
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 63, 2층 (신탄진동)",대전광역시,대덕구,하트,룸살롱,238430.242,327793.5298
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번길 63, 지하층 (신탄진동)",대전광역시,대덕구,뉴스가요주점,룸살롱,238430.242,327793.5298
단란주점영업,영업,"대전광역시 대덕구 신탄진동로7번안길 11, 지하층 (신탄진동)",대전광역시,대덕구,황진이,단란주점,238491.7914,327840.8649
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번안길 7, 지하층 (신탄진동)",대전광역시,대덕구,엉덩이가요주점,카바레,238468.6311,327833.6114
단란주점영업,영업,"대전광역시 대덕구 신탄진동로7번안길 9-7 (신탄진동,외 1필지)",대전광역시,대덕구,딩동댕술마시는노래성,단란주점,238462.7154,327860.0556
유흥주점영업,영업,"대전광역시 대덕구 신탄진동로7번안길 9-7, 2층 (신탄진동)",대전광역시,대덕구,바카스,룸살롱,238462.7154,327860.0556
유흥주점영업,영업,"대전광역시 대덕구 신탄진로 798, 지하층 (신탄진동)",대전광역시,대덕구,도깨비가요주점,룸살롱,238435.7896,327613.2781
유흥주점영업,영업,"대전광역시 대덕구 신탄진로790번길 38, 2층 (신탄진동)",대전광역시,대덕구,공주투,룸살롱,238663.3951,327569.0088
유흥주점영업,영업,"대전광역시 대덕구 신탄진로790번길 38, 지하층 (신탄진동)",대전광역시,대덕구,빙글빙글,룸살롱,238663.3951,327569.0088
유흥주점영업,영업,"대전광역시 대덕구 신탄진로796번길 8 (신탄진동,(2층))",대전광역시,대덕구,제우스노래마당,룸살롱,238469.5218,327582.0329
유흥주점영업,영업,대전광역시 대덕구 신탄진로804번길 31 (신탄진동),대전광역시,대덕구,섹시,룸살롱,238626.1387,327710.1512
유흥주점영업,영업,대전광역시 대덕구 신탄진로804번길 32 (신탄진동),대전광역시,대덕구,홍콩,룸살롱,238631.2254,327693.4929
유흥주점영업,영업,"대전광역시 대덕구 신탄진로810번길 12, 3층 (신탄진동)",대전광역시,대덕구,나는가수다,스텐드바,238467.3285,327733.9434
유흥주점영업,영업,"대전광역시 대덕구 신탄진로810번길 12, 지하층 (신탄진동)",대전광역시,대덕구,비지니스노래궁,룸살롱,238467.3285,327733.9434
유흥주점영업,영업,대전광역시 대덕구 신탄진로810번길 13 (신탄진동),대전광역시,대덕구,샤넬,룸살롱,238464.1534,327756.7204
유흥주점영업,영업,대전광역시 대덕구 신탄진로810번길 14 (신탄진동),대전광역시,대덕구,킹카,룸살롱,238480.063,327736.8902
유흥주점영업,영업,"대전광역시 대덕구 신탄진로810번길 14, 2층 (신탄진동)",대전광역시,대덕구,쿤노래타운,룸살롱,238480.063,327736.8902
유흥주점영업,영업,대전광역시 대덕구 신탄진로810번길 15 (신탄진동),대전광역시,대덕구,에스,룸살롱,238481.3293,327768.7984
단란주점영업,영업,"대전광역시 대덕구 신탄진로810번길 23, 1층 (신탄진동)",대전광역시,대덕구,청담노래주점,단란주점,238510.3124,327775.4866
단란주점영업,영업,대전광역시 대덕구 신탄진로810번길 34 (신탄진동),대전광역시,대덕구,길벗,단란주점,238571.4491,327756.2578
유흥주점영업,영업,"대전광역시 대덕구 신탄진로810번길 34 (신탄진동,(2층))",대전광역시,대덕구,투앤투가요주점,룸살롱,238571.4491,327756.2578
유흥주점영업,영업,"대전광역시 대덕구 신탄진로810번길 5, 2층 (신탄진동)",대전광역시,대덕구,부킹가요주점,룸살롱,238434.1538,327752.3582
단란주점영업,영업,"대전광역시 대덕구 오정로 7, 지하층 (오정동)",대전광역시,대덕구,별밤7080,단란주점,237173.3862,316500.7635
단란주점영업,영업,"대전광역시 대덕구 중리남로 53 (중리동,(지하1층))",대전광역시,대덕구,타임단란주점,단란주점,238136.8971,317840.1078
단란주점영업,영업,"대전광역시 대덕구 중리로 12, 2층 (중리동)",대전광역시,대덕구,올레7080,단란주점,238121.3544,317772.0663
유흥주점영업,영업,"대전광역시 대덕구 중리로 12, 지하층 (중리동)",대전광역시,대덕구,금비노래,룸살롱,238121.3544,317772.0663
단란주점영업,영업,"대전광역시 대덕구 중리로 16, 2층 (중리동)",대전광역시,대덕구,노라조7080,단란주점,238125.5623,317806.3226
유흥주점영업,영업,"대전광역시 대덕구 중리로 16, 지하1층 (중리동)",대전광역시,대덕구,세븐노래클럽,룸살롱,238125.5623,317806.3226
단란주점영업,영업,"대전광역시 대덕구 중리로 47, 지하1층 (중리동)",대전광역시,대덕구,카사노바7080라이브,단란주점,238071.385,318126.35
단란주점영업,영업,대전광역시 대덕구 중리로 7 (중리동),대전광역시,대덕구,신나는단란주점,단란주점,238085.7926,317750.649
단란주점영업,영업,"대전광역시 대덕구 중리로 7, 2층 (중리동)",대전광역시,대덕구,이글스라이브,단란주점,238085.7926,317750.649
단란주점영업,영업,"대전광역시 대덕구 중리로 9, 2층 (중리동)",대전광역시,대덕구,유람선,단란주점,238085.185,317766.54
유흥주점영업,영업,"대전광역시 대덕구 중리로 9, 지하층 (중리동)",대전광역시,대덕구,레깅스,카바레,238085.185,317766.54
단란주점영업,영업,대전광역시 대덕구 중리로 지하 41 (중리동),대전광역시,대덕구,비타민,단란주점,238073.1774,318079.501
유흥주점영업,영업,대전광역시 대덕구 중리로21번길 11 (중리동),대전광역시,대덕구,페리,룸살롱,238038.8786,317859.9734
유흥주점영업,영업,"대전광역시 대덕구 중리로21번길 17, 지하층 (중리동)",대전광역시,대덕구,힐링노래주점,기타,237998.8197,317855.7972
유흥주점영업,영업,대전광역시 대덕구 중리로21번길 지하 23 (중리동),대전광역시,대덕구,휠가요주점,룸살롱,237984.208,317859.9444
유흥주점영업,영업,"대전광역시 대덕구 중리로7번길 6-20, 지하층 (중리동)",대전광역시,대덕구,궁노래클럽,노래클럽,238069.7993,317829.5574
유흥주점영업,영업,대전광역시 대덕구 중리로7번길 지하 14-23 (중리동),대전광역시,대덕구,금잔디,룸살롱,238014.7706,317859.9435
유흥주점영업,영업,"대전광역시 대덕구 한밭대로1129번길 24, 지하층 (중리동)",대전광역시,대덕구,앗싸노래주점,기타,237982.7188,317774.0249
단란주점영업,영업,"대전광역시 대덕구 한밭대로1129번길 32, 지하층 (중리동)",대전광역시,대덕구,땡글노래주점,단란주점,237986.5112,317820.9322
유흥주점영업,영업,"대전광역시 대덕구 한밭대로1149번길 35, 2층 (중리동)",대전광역시,대덕구,장녹수가요주점,룸살롱,238172.5995,317846.3959
단란주점영업,영업,대전광역시 대덕구 한밭대로1149번길 지하 33 (중리동),대전광역시,대덕구,로또노래광장,단란주점,238173.0489,317829.5401
단란주점영업,영업,"대전광역시 동구 대전로 811, 지하1층 (정동)",대전광역시,동구,아시아노래 단란주점,단란주점,238720.4194,314641.2161
유흥주점영업,영업,대전광역시 동구 대전로 849 (정동),대전광역시,동구,팔도,룸살롱,238596.7996,314996.3089
단란주점영업,영업,대전광역시 동구 대전로 849-4 (정동),대전광역시,동구,주홍글씨단란주점,단란주점,238592.9237,315010.9459
단란주점영업,영업,대전광역시 동구 대전로797번길 49 (중동),대전광역시,동구,써니 7080,단란주점,238570.1464,314401.5249
단란주점영업,영업,대전광역시 동구 대전로813번길 43 (중동),대전광역시,동구,영진 노래타운,단란주점,238542.4126,314570.3672
유흥주점영업,영업,대전광역시 동구 대전로839번길 27 (정동),대전광역시,동구,황제카바레,카바레,238534.3997,314833.7396
단란주점영업,영업,"대전광역시 동구 대전천동로 456, 2층 (인동)",대전광역시,동구,고맹달7080,단란주점,239055.8784,313633.5716
단란주점영업,영업,"대전광역시 동구 대흥로 199, 2층 (원동)",대전광역시,동구,락7080,단란주점,238848.5179,314037.2235
단란주점영업,영업,"대전광역시 동구 대흥로 211-1, 2층 (원동)",대전광역시,동구,써니7080,단란주점,238970.356,314090.8822
단란주점영업,영업,"대전광역시 동구 동대전로 57, 지하1층 (대동)",대전광역시,동구,춘향이단란주점,단란주점,239521.0448,314327.3898
유흥주점영업,영업,대전광역시 동구 동서대로 1699-22 (용전동),대전광역시,동구,월드컵,룸살롱,239249.5178,316728.188
단란주점영업,영업,대전광역시 동구 동서대로 1700 (가양동),대전광역시,동구,선샤인단란주점,단란주점,239289.4433,316566.9634
유흥주점영업,영업,대전광역시 동구 동서대로 1700 (가양동),대전광역시,동구,선샤인,룸살롱,239289.4433,316566.9634
유흥주점영업,영업,대전광역시 동구 동서대로1683번길 76-8 (용전동),대전광역시,동구,으뜸원나이트,고고(디스코)클럽,239056.0301,316911.1332
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 106 (용전동),대전광역시,동구,스마트,룸살롱,239260.825,317057.2598
단란주점영업,영업,"대전광역시 동구 동서대로1695번길 59, 2층 (용전동)",대전광역시,동구,터미널7080,단란주점,239091.7006,316894.5108
유흥주점영업,영업,"대전광역시 동구 동서대로1695번길 64, 2층 (용전동)",대전광역시,동구,뭉크주점,룸살롱,239154.9481,316914.43
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 71 (용전동),대전광역시,동구,제우스,스텐드바,239100.2186,316975.9811
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 71 (용전동),대전광역시,동구,에쿠스,룸살롱,239100.2186,316975.9811
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 73 (용전동),대전광역시,동구,에프엠가요클럽,룸살롱,239110.3111,316986.4433
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 76 (용전동),대전광역시,동구,강남스타일노래방주점,룸살롱,239157.0055,316951.1035
유흥주점영업,영업,대전광역시 동구 동서대로1695번길 84 (용전동),대전광역시,동구,풀코스노래클럽,룸살롱,239183.3011,316980.7061
유흥주점영업,영업,대전광역시 동구 동서대로1705번길 75 (용전동),대전광역시,동구,애플가요주점,룸살롱,239259.5902,317014.5761
단란주점영업,영업,대전광역시 동구 동서대로1705번길 79 (용전동),대전광역시,동구,쉬라(SheRa),단란주점,239273.0478,317027.8055
단란주점영업,영업,대전광역시 동구 산내로 1336 (낭월동),대전광역시,동구,여기는 7080,단란주점,241901.7385,309196.5348
단란주점영업,영업,대전광역시 동구 은어송로51번길 12 (가오동),대전광역시,동구,락,단란주점,240800.3375,311839.2756
단란주점영업,영업,"대전광역시 동구 은어송로51번길 12, 203호 (가오동)",대전광역시,동구,수 단란주점,단란주점,240800.3375,311839.2756
단란주점영업,영업,대전광역시 동구 은어송로51번길 16-8 (가오동),대전광역시,동구,달,단란주점,240813.0074,311863.88
단란주점영업,영업,대전광역시 동구 중앙로193번길 7 (중동),대전광역시,동구,홍도단란주점,단란주점,238575.3434,314534.1876
유흥주점영업,영업,대전광역시 동구 중앙로200번길 40 (원동),대전광역시,동구,제일주점,룸살롱,238721.7105,314353.2143
유흥주점영업,영업,대전광역시 동구 중앙로203번길 26 (중동),대전광역시,동구,황금연못,룸살롱,238633.9945,314660.2517
유흥주점영업,영업,"대전광역시 동구 중앙로203번길 6, 2층 (중동)",대전광역시,동구,올스타,룸살롱,238683.7908,314568.1388
단란주점영업,영업,"대전광역시 동구 태전로 3, 2층 (중동)",대전광역시,동구,맘모스7080,단란주점,238620.3897,314547.1445
단란주점영업,영업,"대전광역시 서구 가수원로 106 (가수원동,지하1층)",대전광역시,서구,청맥,단란주점,231439.3724,311530.3143
단란주점영업,영업,"대전광역시 서구 갈마로 85 (갈마동,지하1층)",대전광역시,서구,꽃노래,단란주점,233121.8926,316055.0195
단란주점영업,영업,"대전광역시 서구 계룡로 366 (갈마동,지하1층)",대전광역시,서구,니쏠내쏠,단란주점,233047.0185,316925.0842
단란주점영업,영업,"대전광역시 서구 계룡로509번길 49, 지하1층 (탄방동)",대전광역시,서구,퀸,단란주점,234302.3934,316188.7579
단란주점영업,영업,"대전광역시 서구 계룡로553번안길 23 (탄방동,지하1층)",대전광역시,서구,세컨드,단란주점,234629.295,316212.515
단란주점영업,영업,"대전광역시 서구 계룡로553번안길 49 (탄방동,지하1층)",대전광역시,서구,미소노래주점,단란주점,234755.8104,316212.5425
유흥주점영업,영업,"대전광역시 서구 계룡로620번길 33, 지하1층 (용문동)",대전광역시,서구,멜로우,룸살롱,234948.2873,315388.3901
단란주점영업,영업,"대전광역시 서구 계룡로620번길 지하 32, 1층 (괴정동)",대전광역시,서구,궁,단란주점,234933.3292,315414.5258
유흥주점영업,영업,"대전광역시 서구 계룡로636번길 14-27, 지하1층 (용문동)",대전광역시,서구,방콕,룸살롱,235004.3041,315448.7602
단란주점영업,영업,"대전광역시 서구 대덕대로 151-1 (갈마동,지하1층)",대전광역시,서구,버버리,단란주점,233606.2418,316332.2648
단란주점영업,영업,"대전광역시 서구 대덕대로162번길 지하 29, 1층 (갈마동)",대전광역시,서구,비엠더블유,단란주점,233788.2013,316274.3423
단란주점영업,영업,"대전광역시 서구 대덕대로185번길 57, 지하1층 (둔산동)",대전광역시,서구,앤빵(N빵),단란주점,233535.77,316747.6852
단란주점영업,영업,"대전광역시 서구 대덕대로220번길 20 (둔산동,2층)",대전광역시,서구,이집션,단란주점,234069.9806,316851.4075
단란주점영업,영업,"대전광역시 서구 대덕대로233번길 20 (둔산동,지하1층)",대전광역시,서구,카사블랑카,단란주점,233880.8294,317059.2152
단란주점영업,영업,"대전광역시 서구 대덕대로233번길 20, 3층 (둔산동)",대전광역시,서구,티파니,단란주점,233880.8294,317059.2152
단란주점영업,영업,"대전광역시 서구 대덕대로233번길 28, 지하1층 (둔산동)",대전광역시,서구,터치,단란주점,233840.2539,317059.2125
단란주점영업,영업,"대전광역시 서구 대덕대로234번길 29, 3층 (둔산동)",대전광역시,서구,봉,단란주점,234159.1567,317064.9817
단란주점영업,영업,"대전광역시 서구 대덕대로234번길 45 (둔산동,5층 하이베라스 503호)",대전광역시,서구,궁,단란주점,234239.3056,317066.7434
단란주점영업,영업,"대전광역시 서구 대덕대로242번길 15, 3층 (둔산동)",대전광역시,서구,루비,단란주점,234091.0063,317140.3846
단란주점영업,영업,"대전광역시 서구 대덕대로335번길 27 (월평동,지하1층)",대전광역시,서구,무궁화노래,단란주점,233842.9687,318056.879
단란주점영업,영업,"대전광역시 서구 도마2길 지하 10, 1층 (도마동)",대전광역시,서구,황진이,단란주점,234074.1894,312662.071
단란주점영업,영업,"대전광역시 서구 도산로 111 (도마동,지하1층)",대전광역시,서구,카스광장,단란주점,233848.8614,313125.2047
단란주점영업,영업,"대전광역시 서구 도산로 114-1 (도마동,지하1층)",대전광역시,서구,불티7080,단란주점,233892.741,313161.089
유흥주점영업,영업,대전광역시 서구 도산로 183 (변동),대전광역시,서구,골드,관광호텔나이트(디스코),233918.9011,313842.9053
단란주점영업,영업,"대전광역시 서구 도산로 208 (변동,지하1층)",대전광역시,서구,이광룡의 터미널7080,단란주점,234064.6905,314039.5979
단란주점영업,영업,"대전광역시 서구 도산로 64 (도마동,7층)",대전광역시,서구,놀자7080,단란주점,234042.1057,312681.1586
단란주점영업,영업,"대전광역시 서구 도산로 82 (도마동,지하1층)",대전광역시,서구,춘향이7080,단란주점,233976.0123,312844.8505
유흥주점영업,영업,"대전광역시 서구 도산로 지하 185 (변동,외 3필지(11,14,17))",대전광역시,서구,금강산,룸살롱,233915.7018,313874.9117
유흥주점영업,영업,"대전광역시 서구 도산로369번길 12 (용문동,1층)",대전광역시,서구,에이스 노래클럽,룸살롱,235099.4612,315302.4458
유흥주점영업,영업,"대전광역시 서구 도산로369번길 29, 지하1층 (용문동)",대전광역시,서구,줄넘기,룸살롱,235014.783,315349.6848
유흥주점영업,영업,"대전광역시 서구 도산로369번길 42-1 (용문동,(2,3층))",대전광역시,서구,왕과비,룸살롱,235008.7087,315417.138
단란주점영업,영업,"대전광역시 서구 도산로369번길 53 (괴정동,(2층))",대전광역시,서구,써니,단란주점,234923.5441,315434.5966
단란주점영업,영업,"대전광역시 서구 도산로369번길 58, 2층 (괴정동)",대전광역시,서구,제우스,단란주점,234930.9015,315472.963
단란주점영업,영업,"대전광역시 서구 도산로369번길 63, 지하1층 (괴정동)",대전광역시,서구,하늬,단란주점,234893.2999,315475.1366
단란주점영업,영업,"대전광역시 서구 도산로369번길 66 (괴정동,(2층))",대전광역시,서구,올스타단란주점,단란주점,234904.4325,315500.9894
단란주점영업,영업,"대전광역시 서구 도산로369번길 67 (괴정동,(4층))",대전광역시,서구,케이투단란주점,단란주점,234876.7391,315482.13
단란주점영업,영업,"대전광역시 서구 도솔로388번길 46 (괴정동,(지하1층))",대전광역시,서구,써니Young7080,단란주점,234955.381,315477.315
단란주점영업,영업,"대전광역시 서구 둔산남로 189, 지하1층 (둔산동)",대전광역시,서구,카톡단란주점,단란주점,235704.87,316559.175
단란주점영업,영업,"대전광역시 서구 둔산남로 97 (둔산동,(4층))",대전광역시,서구,투썸,단란주점,234784.3256,316567.4047
단란주점영업,영업,"대전광역시 서구 둔산남로 97, 지하1층 (둔산동)",대전광역시,서구,오퍼스,단란주점,234784.3256,316567.4047
단란주점영업,영업,"대전광역시 서구 둔산남로 지하 108, 1층 (탄방동)",대전광역시,서구,골드원,단란주점,234890.5484,316503.1943
단란주점영업,영업,"대전광역시 서구 둔산남로105번길 15 (둔산동,4층)",대전광역시,서구,별,단란주점,234847.9011,316622.0375
단란주점영업,영업,"대전광역시 서구 둔산남로105번길 22, 6층 (둔산동)",대전광역시,서구,밀크밀크,단란주점,234889.9199,316645.8617
단란주점영업,영업,"대전광역시 서구 둔산남로105번길 32 (둔산동,지하1층)",대전광역시,서구,로얄,단란주점,234889.935,316693.33
단란주점영업,영업,"대전광역시 서구 둔산남로105번길 34 (둔산동,지하1층)",대전광역시,서구,카니발,단란주점,234890.1411,316712.1559
단란주점영업,영업,"대전광역시 서구 둔산남로91번길 16 (둔산동,(6층))",대전광역시,서구,큐단란주점,단란주점,234747.9294,316604.3487
단란주점영업,영업,"대전광역시 서구 둔산로 134 (둔산동,지하1층)",대전광역시,서구,시크,단란주점,234812.7954,316753.4901
단란주점영업,영업,"대전광역시 서구 둔산로 134, 201호 (둔산동)",대전광역시,서구,스타일,단란주점,234812.7954,316753.4901
단란주점영업,영업,"대전광역시 서구 둔산로 142 (둔산동,(지하1층))",대전광역시,서구,베테랑,단란주점,234893.4869,316754.6365
단란주점영업,영업,"대전광역시 서구 둔산로 246, 지하1층 (둔산동)",대전광역시,서구,느낌이좋아,단란주점,235935.605,316765.08
단란주점영업,영업,"대전광역시 서구 둔산로 69 (둔산동,지하1층)",대전광역시,서구,션,단란주점,234173.9995,316816.3675
단란주점영업,영업,"대전광역시 서구 둔산로123번길 14 (둔산동,지하1층)",대전광역시,서구,카라,단란주점,234747.9841,316859.3169
단란주점영업,영업,"대전광역시 서구 둔산로137번길 17, 지하1층 (둔산동)",대전광역시,서구,명품,단란주점,234847.9525,316877.0257
유흥주점영업,영업,대전광역시 서구 둔산로137번길 18 (둔산동),대전광역시,서구,파라다이스,룸살롱,234889.9765,316881.7719
단란주점영업,영업,"대전광역시 서구 둔산로137번길 18, 501호 (둔산동)",대전광역시,서구,썸썸,단란주점,234889.9765,316881.7719
단란주점영업,영업,"대전광역시 서구 둔산로137번길 18, 502호 (둔산동)",대전광역시,서구,썸타,단란주점,234889.9765,316881.7719
단란주점영업,영업,"대전광역시 서구 둔산로137번길 21 (둔산동,지하1층)",대전광역시,서구,초선,단란주점,234842.8408,316898.2368
단란주점영업,영업,"대전광역시 서구 둔산로137번길 21, 2호 (둔산동,지하1층)",대전광역시,서구,오페라,단란주점,234842.8408,316898.2368
단란주점영업,영업,"대전광역시 서구 둔산로137번길 27 (둔산동,4층)",대전광역시,서구,짝,단란주점,234842.8324,316931.8081
유흥주점영업,영업,"대전광역시 서구 둔산로137번길 27 (둔산동,지하 1층)",대전광역시,서구,킹,룸살롱,234842.8324,316931.8081
단란주점영업,영업,"대전광역시 서구 둔산로137번길 27 (둔산동,지하1층)",대전광역시,서구,킹,단란주점,234842.8324,316931.8081
단란주점영업,영업,"대전광역시 서구 둔산로137번길 28, 지하1층 (둔산동)",대전광역시,서구,체인지,단란주점,234889.9857,316929.2308
단란주점영업,영업,"대전광역시 서구 둔산로137번길 31 (둔산동,지하1층)",대전광역시,서구,밀레,단란주점,234847.9946,316953.0225
단란주점영업,영업,"대전광역시 서구 둔산로137번길 31, 6층 (둔산동)",대전광역시,서구,유니,단란주점,234847.9946,316953.0225
유흥주점영업,영업,대전광역시 서구 둔산로137번길 32 (둔산동),대전광역시,서구,골드,룸살롱,234889.985,316948.225
단란주점영업,영업,"대전광역시 서구 둔산로137번길 36 (둔산동,지하1층)",대전광역시,서구,여우,단란주점,234890.1899,316967.0867
단란주점영업,영업,"대전광역시 서구 둔산로31번길 10-35, 지하1층 (둔산동)",대전광역시,서구,오렌지,단란주점,233880.3982,317001.4149
단란주점영업,영업,"대전광역시 서구 둔산로31번길 32 (둔산동,(3층))",대전광역시,서구,조이락,단란주점,233839.7675,316984.3354
단란주점영업,영업,"대전광역시 서구 둔산로31번길 34, 4층 (둔산동)",대전광역시,서구,썸,단란주점,233839.7701,317001.341
단란주점영업,영업,"대전광역시 서구 둔산로31번길 56, 3층 (둔산동)",대전광역시,서구,써니텐,단란주점,233835.9474,317113.6934
단란주점영업,영업,"대전광역시 서구 둔산로31번길 66 (둔산동,3층)",대전광역시,서구,오투,단란주점,233839.8053,317159.855
단란주점영업,영업,"대전광역시 서구 둔산로31번길 72 (둔산동,2층)",대전광역시,서구,브라보노래주점,단란주점,233840.1715,317180.9501
단란주점영업,영업,"대전광역시 서구 둔산로31번길 72 (둔산동,지하 1층)",대전광역시,서구,둔산시티라이브,단란주점,233840.1715,317180.9501
단란주점영업,영업,"대전광역시 서구 둔산로51번길 16 (둔산동,장천빌딩 5층)",대전광역시,서구,썬샤인,단란주점,234048.6874,316850.4298
단란주점영업,영업,"대전광역시 서구 둔산로65번길 25, 지하1층 (둔산동)",대전광역시,서구,다낭클럽,단란주점,234123.2436,316918.6807
유흥주점영업,영업,"대전광역시 서구 둔산로65번길 25, 지하1층 (둔산동)",대전광역시,서구,다낭클럽,룸살롱,234123.2436,316918.6807
단란주점영업,영업,"대전광역시 서구 둔산로73번길 25 (둔산동,지하1층)",대전광역시,서구,캐나다,단란주점,234188.9585,316923.5834
단란주점영업,영업,"대전광역시 서구 둔산로73번길 37 (둔산동,(8층))",대전광역시,서구,카이저,단란주점,234188.94,316983.9339
단란주점영업,영업,"대전광역시 서구 둔산로73번길 37 (둔산동,지하1층)",대전광역시,서구,루미너스,단란주점,234188.94,316983.9339
단란주점영업,영업,"대전광역시 서구 둔산중로134번길 21, 1층 108호 (둔산동)",대전광역시,서구,필엔필단란주점,단란주점,234764.5672,317645.621
단란주점영업,영업,"대전광역시 서구 둔산중로32번길 25, 석천빌딩 지하1층 (둔산동)",대전광역시,서구,놀자노래단란,단란주점,234775.6086,316610.0872
단란주점영업,영업,"대전광역시 서구 둔산중로40번길 19, 지하1층 (둔산동)",대전광역시,서구,목화단란주점,단란주점,234753.16,316676.7656
단란주점영업,영업,"대전광역시 서구 둔산중로40번길 28 (둔산동,지하1층)",대전광역시,서구,니콜,단란주점,234781.4982,316641.1742
